100k	11136291	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-04T14:46:40	00:00:21	.	16	0.0	.	m59	.
10k	11136294	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-04T14:46:37	00:00:18	.	16	0.0	.	m70	.
1M	11136292	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-04T14:58:14	00:11:55	overbooked:6%,!!half_overbooked,!!severely_overbooked,cores_overbooked:16:1,mem_overbooked:126.1:0.1,core_mem_overbooked:7.9:0.1	16	0.1	16	m60	/sw/share/slurm/milou/uppmax_jobstats/m60/11136292
