100k	11141130	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-05T15:33:10	00:00:24	.	16	0.0	.	m151	.
10k	11141128	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-05T15:33:06	00:00:20	.	16	0.0	.	m148	.
1M	11141129	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-05T15:34:27	00:01:41	.	16	0.1	.	m150	.
