100k	11136011	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-04T11:53:00	00:00:18	.	16	0.0	.	m140	.
10k	11136015	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-04T11:52:53	00:00:11	.	16	0.0	.	m150	.
1M	11136013	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-04T11:57:19	00:04:37	.	16	249.2	.	m147	.
