100k	11150352	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-06T15:20:14	00:00:16	.	16	0.0	.	m129	.
10k	11150348	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-06T15:20:11	00:00:13	.	16	0.0	.	m124	.
1M	11150351	milou	COMPLETED	alneberg	b2010008	'snakemake_indexing'	2017-09-06T15:21:32	00:01:34	.	16	0.1	.	m127	.
