1	11157310	milou	COMPLETED	alneberg	b2010008	'snakemake_mpi_mapping_1'	2017-09-07T18:17:27	00:18:00	.	1	3.2	1	m184	/sw/share/slurm/milou/uppmax_jobstats/m184/11157310
2	11157309	milou	COMPLETED	alneberg	b2010008	'snakemake_mpi_mapping_2'	2017-09-07T18:09:02	00:09:35	.	2	3.7	2	m184	/sw/share/slurm/milou/uppmax_jobstats/m184/11157309
4	11157306	milou	COMPLETED	alneberg	b2010008	'snakemake_mpi_mapping_4'	2017-09-07T18:04:21	00:04:54	.	4	4.3	4	m103	/sw/share/slurm/milou/uppmax_jobstats/m103/11157306
8	11157311	milou	COMPLETED	alneberg	b2010008	'snakemake_mpi_mapping_8'	2017-09-07T18:02:38	00:03:11	.	8	5.9	8	m81	/sw/share/slurm/milou/uppmax_jobstats/m81/11157311
12	11157307	milou	COMPLETED	alneberg	b2010008	'snakemake_mpi_mapping_12'	2017-09-07T18:10:20	00:04:00	.	12	7.0	.	m55	.
16	11157308	milou	COMPLETED	alneberg	b2010008	'snakemake_mpi_mapping_16'	2017-09-07T18:09:02	00:02:42	.	16	9.1	.	m58	.
32	11159167	milou	COMPLETED	alneberg	b2010008	'snakemake_mpi_mapping_32'	2017-09-08T09:32:28	00:01:57	.	32	7.5	.	m48,m125	.
